멘티_ID,현재 기술 수준,학습 목표,관심 분야
2447,중급,인권 문제 이해,항공
2448,중급,사진 촬영 기술 향상,컴퓨터 과학
2449,중급,가상 현실 개발 학습,방송
2450,중급,인테리어 소품 디자인 배우기,재무 관리
2451,초급,생물학 원리 이해,자기계발
2452,초급,감정 조절 기술 배우기,사회학
2453,고급,생물학 원리 이해,게임
2454,고급,영화 제작 이해,도시 계획
2455,초급,고급 수학 학습,자동차
2456,고급,디지털 마케팅 기술 향상,영화 제작
2457,중급,사회적 미디어 전략 개발,인터넷
2458,초급,국제 정치 분석 기술,비즈니스 윤리
2459,고급,유행 분석 배우기,역사
2460,중급,아마추어 극단 운영 기술,농업
2461,초급,서핑 배우기,재무 관리
2462,초급,패션 디자인 배우기,조각
2463,중급,서핑 배우기,사회학
2464,초급,연구 논문 작성 기술 연마,연극
2465,고급,문학 분석 능력 개발,코딩
2466,고급,리더십 기술 향상,사회학
2467,고급,비평적 사고력 향상,자연 보전
2468,중급,재테크 학습,스포츠
2469,중급,연구 논문 작성 기술 연마,바이오테크놀로지
2470,중급,서핑 배우기,심리학
2471,고급,요리 기술 향상,역사
2472,고급,비즈니스 윤리 배우기,요리
2473,중급,재무 보고서 분석,건축
2474,고급,인터뷰 기술 향상,통신
2475,고급,연구 논문 작성 기술 연마,산업 디자인
2476,초급,인권 문제 이해,언어
2477,중급,심리학 학습,명상
2478,초급,제품 개발 프로세스 이해,화학 실험
2479,고급,생물학 원리 이해,네트워킹
2480,초급,고급 수학 학습,인테리어 디자인
2481,고급,예술사 학습,공학
2482,고급,타임 매니지먼트 배우기,공학
2483,중급,문학 분석 능력 개발,출판
2484,초급,인터뷰 기술 향상,웰빙
2485,고급,아마추어 극단 운영 기술,자동차
2486,초급,브랜딩 전략 개발,지리학
2487,초급,프리젠테이션 능력 개발,체육
2488,고급,음악 이론 배우기,지질학
2489,중급,음악 이론 배우기,철학
2490,고급,영화 비평 기술 향상,경제
2491,고급,법률 지식 향상,스트레스 관리
2492,초급,인공지능 알고리즘 이해하기,기후 변화
2493,초급,스키 기술 향상,지구과학
2494,중급,음악 이론 배우기,기술 혁신
2495,고급,대인 관계 기술 향상,철학
2496,초급,유행 분석 배우기,기상학
2497,고급,사회적 미디어 전략 개발,네트워킹
2498,중급,문서 작성 기술 배우기,인테리어 디자인
2499,고급,생산성 높이는 방법 배우기,스트레스 관리
2500,중급,해외 여행 계획 기술 향상,통신
2501,고급,연극 연출 능력 키우기,환경 보호
2502,중급,음악 이론 배우기,도시 계획
2503,고급,성공적인 팀워크 기술 연마,철학
2504,고급,스토리텔링 능력 개발,출판
2505,고급,시간 관리 기술 향상,언어
2506,중급,가상 현실 개발 학습,건축
2507,초급,문학 분석 능력 개발,농업
2508,고급,자바스크립트 배우기,기술 혁신
2509,중급,성공적인 팀워크 기술 연마,커리어 개발
2510,초급,공간 예술 디자인 학습,미술사
2511,고급,개인 브랜딩 전략 학습,컴퓨터 그래픽
2512,중급,그래픽 디자인 능력 개발,팀 관리
2513,중급,장기 목표 설정,컴퓨터 과학
2514,초급,웹툰 제작 기술 배우기,사진
2515,초급,바리스타 기술 연마,미디어
2516,고급,공공 연설 능력 개발,문학
2517,초급,게임 디자인 이해,천문학
2518,초급,장기 목표 설정,직업 훈련
2519,고급,예술사 학습,그래픽 디자인
2520,고급,공간 예술 디자인 학습,연극
2521,중급,리더십 기술 향상,식물학
2522,고급,영화 제작 이해,창업
2523,고급,조경 디자인 학습,철학
2524,고급,명상 및 스트레스 관리 배우기,공공 연설
2525,초급,연극 연출 능력 키우기,항공
2526,중급,패션 산업 이해,소셜 미디어
2527,초급,환경 보호 관련 지식 배우기,자기계발
2528,초급,인터뷰 기술 향상,영화
2529,초급,감정 조절 기술 배우기,정치학
2530,초급,인테리어 디자인 배우기,스트레스 관리
2531,중급,비즈니스 윤리 배우기,인터뷰
2532,중급,카피라이팅 기술 배우기,해양학
2533,초급,블록체인 기술 학습,교육
2534,초급,연구 논문 작성 기술 연마,시간 관리
2535,중급,유튜브 영상 편집 배우기,브랜딩
2536,고급,비즈니스 네트워킹 스킬 향상,산업 디자인
2537,고급,예술사 학습,스포츠
2538,중급,문제 해결 능력 개발,물리학 실험
2539,중급,사회적 미디어 전략 개발,식물학
2540,초급,도시 계획 이해,피트니스
2541,초급,소셜 미디어 마케팅 배우기,공학
2542,고급,장기 목표 설정,교수법
2543,초급,생산성 높이는 방법 배우기,비즈니스 윤리
2544,고급,스키 기술 향상,글쓰기
2545,고급,요리 기술 향상,문화
2546,고급,환경 보호 관련 지식 배우기,투자
2547,중급,스토리텔링 능력 개발,농업
2548,중급,디지털 마케팅 기술 향상,항공
2549,고급,생물학 원리 이해,소셜 미디어
2550,중급,건축 설계 학습,로봇공학
2551,초급,통계학 공부,자동차
2552,고급,예술사 학습,정치학
2553,중급,패션 산업 이해,인테리어 디자인
2554,중급,장기 목표 설정,바이오테크놀로지
2555,중급,게임 디자인 이해,여행
2556,고급,서비스 디자인 학습,시간 관리
2557,고급,가상 현실 개발 학습,해양학
2558,초급,비즈니스 네트워킹 스킬 향상,미디어
2559,중급,연구 논문 작성 기술 연마,기계 공학
2560,고급,심리학 학습,법학
2561,초급,명상 및 스트레스 관리 배우기,공공 연설
2562,고급,스키 기술 향상,3D 프린팅
2563,중급,커뮤니케이션 전략 배우기,정치학
2564,고급,의사소통 기술 향상,동물학
2565,중급,성공적인 팀워크 기술 연마,감정 관리
2566,초급,영화 제작 이해,코딩
2567,초급,사회적 미디어 전략 개발,동물학
2568,중급,인테리어 디자인 배우기,미디어
2569,중급,창의적 사고력 향상,농업
2570,중급,문서 작성 기술 배우기,직업 훈련
2571,고급,생물학 원리 이해,경제
2572,중급,리더십 기술 향상,체육
2573,초급,통계학 공부,무용
2574,고급,환경 보호 관련 지식 배우기,기계 공학
2575,초급,장기 목표 설정,정치학
2576,초급,웹툰 제작 기술 배우기,재무 관리
2577,고급,카피라이팅 기술 배우기,화학 실험
2578,고급,명상 및 스트레스 관리 배우기,자동차
2579,고급,환경 보호 관련 지식 배우기,도시 계획
2580,중급,바리스타 기술 연마,여행
2581,고급,기타 연주 배우기,무용
2582,초급,비즈니스 모델 개발,지질학
2583,중급,건축 설계 학습,문화
2584,중급,재테크 학습,감정 관리
2585,초급,유튜브 영상 편집 배우기,커리어 개발
2586,고급,애니메이션 제작 배우기,화학
2587,초급,커뮤니케이션 전략 배우기,자연 보전
2588,고급,외국어 배우기,언어
2589,고급,인권 문제 이해,기술 혁신
2590,고급,아마추어 극단 운영 기술,도시 계획
2591,고급,타임 매니지먼트 배우기,인터넷
2592,초급,청중 분석 능력 개발,디지털 마케팅
2593,초급,음악 이론 배우기,공공 연설
2594,고급,재테크 학습,무용
2595,고급,시간 관리 기술 향상,광고
2596,초급,고전 문학 학습,인터뷰
2597,고급,제품 개발 프로세스 이해,스트레스 관리
2598,초급,통계학 공부,여행
2599,고급,비즈니스 윤리 배우기,소셜 미디어
2600,초급,건축 설계 학습,물리학 실험
2601,초급,재테크 학습,스포츠
2602,고급,명상 및 스트레스 관리 배우기,마케팅
2603,중급,사진 촬영 기술 향상,화학 실험
2604,고급,농업 기술 배우기,로봇공학
2605,초급,데이터베이스 설계 배우기,자기계발
2606,초급,농업 기술 배우기,공공 연설
2607,중급,비즈니스 네트워킹 스킬 향상,팀 관리
2608,고급,브랜딩 전략 개발,공학
2609,중급,인권 문제 이해,글쓰기
2610,중급,사회적 미디어 전략 개발,직업 훈련
2611,고급,음악 이론 배우기,기계 공학
2612,초급,음악 이론 배우기,문화
2613,고급,카메라 촬영 기술 배우기,자기계발
2614,중급,명상 및 스트레스 관리 배우기,애니메이션
2615,초급,영화 제작 이해,팀 관리
2616,중급,감정 조절 기술 배우기,인테리어 디자인
2617,고급,외국어 배우기,정치학
2618,고급,성공적인 팀워크 기술 연마,스트레스 관리
2619,중급,게임 디자인 이해,통신
2620,초급,비즈니스 네트워킹 스킬 향상,시간 관리
2621,중급,영화 제작 이해,경제
2622,고급,청중 분석 능력 개발,화학
2623,고급,명상 및 스트레스 관리 배우기,바이오테크놀로지
2624,중급,요리 기술 향상,직업 훈련
2625,고급,아마추어 극단 운영 기술,영화
2626,중급,가상 현실 개발 학습,3D 프린팅
2627,중급,서핑 배우기,사회학
2628,고급,네트워킹 기술 향상,예술
2629,고급,건축 설계 학습,통신
2630,중급,국제 협상 기술 배우기,심리학
2631,고급,문제 해결 능력 개발,화학
2632,중급,비즈니스 네트워킹 스킬 향상,무용
2633,고급,기타 연주 배우기,언어
2634,중급,프리젠테이션 능력 개발,경제학
2635,중급,도시 계획 이해,정치학
2636,초급,독서 및 분석 능력 향상,화학 실험
2637,중급,예술사 학습,로봇공학
2638,초급,조경 디자인 학습,항공
2639,중급,재테크 학습,출판
2640,중급,기타 연주 배우기,로봇공학
2641,초급,독서 및 분석 능력 향상,컴퓨터 과학
2642,고급,카메라 촬영 기술 배우기,연극
2643,고급,기타 연주 배우기,직무 분석
2644,고급,카피라이팅 기술 배우기,마케팅
2645,중급,웹툰 제작 기술 배우기,음악
2646,초급,개인 브랜딩 전략 학습,명상
2647,초급,바이올린 연주 배우기,사진
2648,초급,프로그래밍 능력 향상,물리학 실험
2649,중급,현대 철학 이해,사회학
2650,초급,통계학 공부,도시 계획
2651,고급,조경 디자인 학습,미술사
2652,초급,요리 기술 향상,인권
2653,고급,디지털 마케팅 기술 향상,기후 변화
2654,중급,공공 연설 능력 개발,예술
2655,고급,글로벌 비즈니스 이해,문화
2656,중급,카메라 촬영 기술 배우기,경영학
2657,고급,프로그래밍 능력 향상,통신
2658,고급,인공지능 알고리즘 이해하기,리더십
2659,초급,브랜딩 전략 개발,광고
2660,고급,패션 산업 이해,사회학
2661,초급,생산성 높이는 방법 배우기,경제
2662,중급,생산성 높이는 방법 배우기,여행
2663,초급,패션 디자인 배우기,문화
2664,고급,그래픽 디자인 능력 개발,방송
2665,고급,비평적 사고력 향상,항공
2666,초급,산업 디자인 기술 배우기,인권
2667,고급,프로그래밍 능력 향상,심리학
2668,고급,요리 기술 향상,직무 분석
2669,고급,패션 산업 이해,예술
2670,초급,타임 매니지먼트 배우기,광고
2671,고급,프로그래밍 능력 향상,인권
2672,중급,리더십 기술 향상,소셜 미디어
2673,중급,통계학 공부,사진
2674,고급,건축 설계 학습,글쓰기
2675,고급,문서 작성 기술 배우기,재무 관리
2676,초급,스토리텔링 능력 개발,문화
2677,고급,비즈니스 모델 개발,컴퓨터 그래픽
2678,초급,성공적인 팀워크 기술 연마,공공 연설
2679,고급,스키 기술 향상,기후 변화
2680,중급,법률 지식 향상,인터넷
2681,고급,프로그래밍 능력 향상,게임
2682,중급,인공지능 알고리즘 이해하기,방송
2683,초급,문제 해결 능력 개발,브랜딩
2684,고급,음악 이론 배우기,광고
2685,초급,산업 디자인 기술 배우기,통신
2686,고급,웹툰 제작 기술 배우기,게임
2687,중급,패션 디자인 배우기,경제
2688,고급,사회적 미디어 전략 개발,로봇공학
2689,초급,타임 매니지먼트 배우기,자연 보전
2690,초급,스토리텔링 능력 개발,바다 생물학
2691,고급,외국어 배우기,공공 연설
2692,고급,애니메이션 제작 배우기,체육
2693,중급,재테크 학습,미술사
2694,고급,청중 분석 능력 개발,소셜 미디어
2695,중급,창의적 사고력 향상,애니메이션
2696,고급,국제 정치 분석 기술,자기계발
2697,고급,브랜딩 전략 개발,기상학
2698,초급,시간 관리 기술 향상,교수법
2699,초급,영어 작문 기술 향상,코딩
2700,중급,카피라이팅 기술 배우기,체육
2701,고급,리더십 기술 향상,생물학
2702,고급,기업가 정신 배우기,교육
2703,초급,프리젠테이션 능력 개발,리더십
2704,고급,디지털 마케팅 기술 향상,체육
2705,초급,고전 문학 학습,애니메이션
2706,초급,심리학 학습,경영학
2707,초급,공간 예술 디자인 학습,물리학
2708,고급,장기 목표 설정,물리학
2709,초급,고전 문학 학습,네트워킹
2710,중급,산업 디자인 기술 배우기,천문학
2711,초급,가상 현실 개발 학습,우주과학
2712,중급,재테크 학습,화학
2713,중급,대인 관계 기술 향상,시간 관리
2714,고급,국제 협상 기술 배우기,컴퓨터 과학
2715,초급,현대 철학 이해,음악
2716,고급,기업가 정신 배우기,인권
2717,중급,장기 목표 설정,기상학
2718,초급,디지털 마케팅 기술 향상,브랜딩
2719,고급,법률 지식 향상,인공지능
